"","character","frequency","stroke_num","scaled_freq"
"1","""的""",6538132,8,64.6249057448687
"2","""是""",3200626,9,31.569426841928
"3","""不""",2831612,4,27.9146215795885
"4","""我""",2584497,7,25.4671339438808
"5","""一""",2542556,1,25.051739981842
"6","""有""",2289333,6,22.5437572143985
"7","""大""",1891383,3,18.60236270322
"8","""在""",1715554,6,16.8609091148144
"9","""人""",1598855,2,15.7050935649714
"10","""了""",1507218,2,14.7974982167597
"11","""中""",1322363,4,12.9666489081433
"12","""到""",1310850,8,12.8526213292836
"13","""資""",1115608,13,10.9188966222815
"14","""要""",1034142,9,10.1120373554196
"15","""以""",994958,5,9.72394939832447
"16","""可""",992842,5,9.70299201476961
"17","""這""",986130,11,9.63651471872983
"18","""個""",933857,10,9.11879009180979
"19","""你""",915385,7,8.93583886826289
"20","""會""",894569,13,8.72967209317885
"21","""好""",860232,6,8.38959001419824
"22","""為""",847332,9,8.26182524677971
"23","""上""",828394,3,8.07425864481289
"24","""來""",812950,8,7.92129747674996
"25","""學""",806783,16,7.86021799452748
"26","""就""",803921,12,7.83187204380253
"27","""交""",728005,6,7.07998133966727
"28","""也""",712260,3,6.92403899369792
"29","""用""",695290,5,6.75596394694657
"30","""能""",668264,10,6.48829180708199
"31","""如""",659275,6,6.39926254395601
"32","""時""",658186,10,6.38847682056696
"33","""文""",651140,4,6.31869150651805
"34","""說""",638724,14,6.1957203939391
"35","""沒""",638184,7,6.19037210134949
"36","""他""",635766,5,6.16642363564267
"37","""看""",632561,9,6.13468052869876
"38","""那""",610340,7,5.9145982886362
"39","""問""",601742,11,5.82944158551492
"40","""生""",601668,5,5.82870867134523
"41","""提""",599147,12,5.80374006834817
"42","""下""",589356,3,5.70676760030206
"43","""過""",586922,13,5.68266066666666
"44","""請""",576417,15,5.57861656730762
"45","""們""",571155,10,5.52650042729551
"46","""天""",569684,4,5.51193128211158
"47","""所""",558469,8,5.40085516842175
"48","""多""",542911,6,5.24676491636769
"49","""麼""",535402,14,5.17239393663546
"50","""小""",530133,3,5.12020846690459
"51","""之""",527444,4,5.09357595065743
"52","""想""",525378,13,5.07311377937939
"53","""得""",521836,11,5.03803294168975
"54","""工""",521467,3,5.03437827508685
"55","""出""",513081,5,4.95132127201927
"56","""還""",511627,17,4.93692049900946
"57","""電""",509516,13,4.91601263668229
"58","""對""",500435,14,4.82607218296697
"59","""都""",493206,11,4.75447439198491
"60","""機""",468878,16,4.51352390657732
"61","""自""",462155,6,4.44693766383664
"62","""而""",459507,6,4.42071122165647
"63","""子""",459460,3,4.42024572211626
"64","""後""",459039,9,4.41607603474547
"65","""訊""",448759,10,4.3142603906321
"66","""家""",447793,10,4.30469288944402
"67","""站""",446241,10,4.28932150037165
"68","""心""",445610,4,4.28307192143823
"69","""只""",443992,5,4.26704685216047
"70","""去""",443547,5,4.2626394628968
"71","""知""",434311,8,4.17116385112335
"72","""國""",430450,11,4.13292355910762
"73","""很""",417617,9,4.00582237614003
"74","""台""",414094,5,3.97092971911558
"75","""成""",406735,6,3.8980443762138
"76","""信""",406628,9,3.89698462194141
"77","""同""",395867,6,3.79040503572507
"78","""何""",394682,7,3.77866850476453
"79","""章""",391052,11,3.74271609346769
"80","""道""",386382,13,3.69646326681308
"81","""發""",374961,12,3.58334687854277
"82","""地""",374510,6,3.57888006380589
"83","""法""",370276,8,3.53694548820511
"84","""無""",368361,12,3.51797885800306
"85","""然""",364596,12,3.48068937355882
"86","""但""",362245,7,3.45740449230293
"87","""當""",354718,13,3.38285523615105
"88","""於""",353628,8,3.37205960851646
"89","""嗎""",353524,13,3.37102956698068
"90","""本""",353034,5,3.36617648666789
"91","""年""",343135,6,3.26813436010386
"92","""現""",341466,11,3.25160417430374
"93","""前""",339595,9,3.23307333090528
"94","""最""",335527,12,3.19278286006353
"95","""真""",335203,10,3.18957388450977
"96","""新""",334204,13,3.17967954321898
"97","""和""",333422,8,3.17193442320958
"98","""因""",326759,6,3.10594243520108
"99","""果""",324143,8,3.08003292887807
"100","""意""",322755,13,3.06628583607366
"101","""定""",322471,8,3.06347303034134
"102","""點""",319559,17,3.03463186733958
"103","""情""",318027,11,3.01945856317794
"104","""其""",317897,8,3.01817101125822
"105","""題""",316919,18,3.00848465912369
"106","""事""",312553,8,2.96524272311212
"107","""科""",311419,9,2.95401130867394
"108","""方""",310681,4,2.94670197546813
"109","""些""",304517,8,2.88565220598226
"110","""清""",302588,11,2.86654691634269
"111","""三""",301762,3,2.85836600952969
"112","""樣""",301165,15,2.85245317494451
"113","""此""",295670,6,2.79802934572243
"114","""吧""",295069,7,2.79207689415511
"115","""位""",291403,7,2.75576793001896
"116","""作""",287015,7,2.71230810060559
"117","""理""",286328,11,2.70550388392213
"118","""行""",285867,6,2.70093802672989
"119","""者""",283962,8,2.6820704389832
"120","""經""",282242,13,2.66503513666073
"121","""名""",278941,6,2.63234122214534
"122","""什""",276297,4,2.60615439694731
"123","""謝""",274523,17,2.58858426536588
"124","""日""",273090,4,2.57439148151233
"125","""正""",266725,5,2.51135095867366
"126","""開""",265943,12,2.50360583866425
"127","""話""",265861,13,2.50279369053028
"128","""與""",264663,14,2.49092840437776
"129","""實""",264457,14,2.48888812979728
"130","""愛""",262882,13,2.47328894307758
"131","""再""",261987,6,2.46442464332257
"132","""華""",260565,12,2.45034080616993
"133","""二""",260189,2,2.44661680984827
"134","""城""",257697,9,2.42193542997176
"135","""動""",256817,11,2.4132196938998
"136","""比""",253132,4,2.37672254909846
"137","""面""",252008,9,2.36559017711564
"138","""高""",251576,10,2.36131154304395
"139","""又""",249806,2,2.34378102844466
"140","""或""",248845,8,2.33426304848426
"141","""力""",247326,2,2.31921849951459
"142","""應""",246284,17,2.30889827566574
"143","""女""",245920,3,2.30529313029052
"144","""種""",245042,14,2.29659720270963
"145","""教""",245033,11,2.29650806449981
"146","""車""",244964,7,2.2958246715578
"147","""分""",243477,4,2.28109705844529
"148","""像""",243002,14,2.27639254181554
"149","""系""",240826,7,2.25484090352851
"150","""長""",237093,8,2.21786835494143
"151","""手""",236673,4,2.21370857181617
"152","""次""",236297,6,2.20998457549452
"153","""已""",235726,3,2.20432925129328
"154","""明""",234613,8,2.19330582601135
"155","""打""",233464,5,2.18192584789012
"156","""太""",232918,4,2.17651812982729
"157","""路""",232737,13,2.17472546138522
"158","""起""",228817,10,2.13590081888284
"159","""己""",228330,3,2.13107745130666
"160","""相""",224206,9,2.09023234271487
"161","""主""",224073,5,2.08891507805854
"162","""關""",222896,19,2.07725778106229
"163","""十""",222525,2,2.07358330596832
"164","""間""",221727,12,2.06567971803034
"165","""鳳""",218326,14,2.03199537896131
"166","""外""",217422,5,2.02304194099648
"167","""呢""",217180,8,2.02064511357669
"168","""覺""",216291,20,2.0118402392949
"169","""使""",216201,8,2.01094885719663
"170","""該""",216069,13,2.00964149678584
"171","""友""",214814,4,1.99721166863776
"172","""才""",214782,3,1.99689473278059
"173","""進""",212481,12,1.97410506380152
"174","""凰""",211767,11,1.96703343248859
"175","""她""",211517,6,1.96455737110451
"176","""民""",211274,5,1.96215063943918
"177","""著""",210770,12,1.95715889968888
"178","""各""",210520,6,1.9546828383048
"179","""全""",207034,6,1.92015663836519
"180","""將""",206982,11,1.9196416175973
"181","""少""",206744,4,1.91728440715966
"182","""兩""",206181,8,1.91170831692271
"183","""加""",205509,5,1.9050526639223
"184","""回""",205155,6,1.90154656100244
"185","""感""",203436,13,1.88452116292551
"186","""式""",202729,6,1.87751886133133
"187","""第""",202411,11,1.87436931125078
"188","""球""",199740,11,1.84791507142327
"189","""性""",199183,8,1.84239840665954
"190","""老""",198538,6,1.83601016828861
"191","""程""",197707,12,1.82777974024793
"192","""把""",197579,7,1.82651199681928
"193","""被""",197413,11,1.82486789206025
"194","""公""",195727,4,1.80816933408602
"195","""論""",193909,15,1.79016341570099
"196","""及""",193509,4,1.78620171748646
"197","""龍""",192863,16,1.77980357487
"198","""校""",192451,10,1.77572302570904
"199","""別""",190394,7,1.75534999264083
"200","""體""",190332,23,1.75473592941757
"201","""重""",190069,9,1.75213111284152
"202","""給""",189973,12,1.75118030527004
"203","""聽""",188903,22,1.74058276254617
"204","""水""",186822,4,1.71997202758509
"205","""做""",186770,11,1.7194570068172
"206","""常""",185860,11,1.71044414337915
"207","""您""",185118,11,1.7030951931912
"208","""見""",183680,7,1.68885288810997
"209","""裡""",183675,12,1.68880336688229
"210","""東""",183624,8,1.68829825035994
"211","""風""",182757,9,1.67971126947995
"212","""解""",180531,13,1.6576644189161
"213","""灣""",178502,25,1.63756870472291
"214","""月""",177519,4,1.62783283136071
"215","""等""",177504,12,1.62768426767766
"216","""啦""",177091,11,1.62359381427116
"217","""部""",176255,11,1.6153138650028
"218","""原""",174329,10,1.59623828809985
"219","""美""",173127,9,1.58433338496519
"220","""先""",172122,6,1.57437961820119
"221","""音""",170924,9,1.56251433204868
"222","""通""",170230,11,1.55564078564647
"223","""管""",170135,14,1.55469988232052
"224","""網""",169776,14,1.55114425817298
"225","""區""",169166,11,1.54510266839583
"226","""期""",168934,12,1.5428048834314
"227","""錯""",168867,16,1.54214129898047
"228","""否""",168690,7,1.54038824752054
"229","""樂""",168280,15,1.53632750685065
"230","""入""",167507,2,1.52867152505107
"231","""找""",166755,7,1.52122353240776
"232","""書""",166626,10,1.51994588473358
"233","""讓""",166049,24,1.51423113505912
"234","""四""",165306,5,1.50687228062563
"235","""啊""",164734,11,1.50120705217886
"236","""由""",163832,5,1.4922734227051
"237","""選""",163162,16,1.48563757819576
"238","""較""",161783,13,1.47197962360118
"239","""數""",161281,15,1.46700769234195
"240","""表""",160779,8,1.46203576108271
"241","""內""",160755,4,1.46179805918984
"242","""場""",160542,12,1.45968845489061
"243","""它""",160436,5,1.45863860486376
"244","""從""",160052,11,1.45483537457781
"245","""快""",159776,7,1.45210180280978
"246","""歡""",159365,22,1.44803115789436
"247","""至""",158841,6,1.44284133323333
"248","""立""",158292,5,1.43740390243389
"249","""目""",157966,5,1.43417511838905
"250","""社""",156267,8,1.41734780522284
"251","""合""",156030,6,1.41500049903073
"252","""望""",155460,11,1.40935507907503
"253","""怎""",154174,9,1.39661821931532
"254","""認""",153895,14,1.39385493481069
"255","""告""",153380,7,1.38875424835948
"256","""更""",152691,7,1.38193022318496
"257","""幾""",151638,12,1.37150105263521
"258","""考""",148422,6,1.33964899899041
"259","""度""",147388,9,1.32940800910585
"260","""難""",147058,19,1.32613960807887
"261","""版""",146807,8,1.32365364244925
"262","""頭""",146705,16,1.32264340940455
"263","""喜""",146563,12,1.32123700653839
"264","""許""",145559,11,1.31129314401993
"265","""光""",145520,6,1.31090687844401
"266","""今""",143560,4,1.29149455719282
"267","""買""",143064,12,1.28658205140681
"268","""算""",142333,14,1.27934204791976
"269","""弟""",141812,7,1.27418193599534
"270","""若""",141796,9,1.27402346806675
"271","""統""",141769,11,1.27375605343727
"272","""身""",141638,7,1.27245859727202
"273","""記""",141428,10,1.27037870570939
"274","""代""",141314,5,1.26924962171825
"275","""號""",140616,13,1.2623364583339
"276","""處""",139649,11,1.25275905290028
"277","""完""",138826,7,1.24460785882388
"278","""接""",137368,11,1.23016746883193
"279","""計""",137149,9,1.22799843905948
"280","""言""",136534,7,1.22190732805464
"281","""字""",135740,6,1.2140433570988
"282","""師""",135409,10,1.21076505182628
"283","""並""",135265,8,1.20933884046905
"284","""政""",134882,9,1.20554551442864
"285","""玩""",134519,8,1.20195027329895
"286","""張""",134407,11,1.20084099779889
"287","""男""",133706,7,1.19389812167793
"288","""誰""",132063,15,1.17762544626175
"289","""山""",131818,3,1.17519890610535
"290","""每""",131090,7,1.16798861535491
"291","""結""",129335,12,1.15060666443867
"292","""且""",128957,5,1.14686285962594
"293","""星""",128833,9,1.14563473317944
"294","""非""",128617,8,1.14349541614359
"295","""建""",128612,9,1.14344589491591
"296","""改""",128407,7,1.14141552458097
"297","""連""",127418,11,1.13162022574555
"298","""放""",126684,8,1.12435050952189
"299","""哈""",125750,9,1.11509994419097
"300","""活""",125568,9,1.11329737150336
"301","""研""",125550,9,1.1131190950837
"302","""直""",125478,8,1.11240598940509
"303","""設""",125381,11,1.11144527758806
"304","""陳""",125249,11,1.11013791717727
"305","""報""",125240,12,1.11004877896744
"306","""轉""",125171,18,1.10936538602544
"307","""黨""",125116,20,1.10882065252094
"308","""指""",123022,9,1.08808116236789
"309","""五""",122901,4,1.08688274865799
"310","""變""",122633,23,1.08422841085426
"311","""氣""",121890,10,1.07686955642077
"312","""西""",121877,6,1.0767408012288
"313","""試""",121652,13,1.07451234598313
"314","""希""",120764,7,1.06571737594688
"315","""神""",119932,10,1.05747704366066
"316","""取""",119840,8,1.05656585307132
"317","""化""",119804,4,1.05620930023201
"318","""物""",119523,8,1.0534262072363
"319","""王""",119466,4,1.05286166524073
"320","""任""",117100,6,1.0294282203018
"321","""林""",116983,8,1.02826942357405
"322","""單""",116886,12,1.02730871175703
"323","""世""",116862,5,1.02707100986416
"324","""受""",116232,8,1.02083133517627
"325","""近""",115913,8,1.01767188085019
"326","""義""",115744,13,1.01599806335455
"327","""死""",114694,6,1.00559860554141
"328","""便""",114674,9,1.00540052063069
"329","""反""",114332,4,1.00201326865727
"330","""士""",113982,3,0.998546782719554
"331","""戰""",113772,16,0.996466891156927
"332","""空""",113648,8,0.995238764710423
"333","""隊""",112529,12,0.984155913955281
"334","""跟""",112513,13,0.9839974460267
"335","""卻""",112237,9,0.981263874258676
"336","""北""",112186,5,0.980758757736323
"337","""必""",112173,5,0.980630002544351
"338","""業""",112036,13,0.979273120905875
"339","""功""",111553,5,0.974489370311833
"340","""寫""",111228,15,0.971270490512529
"341","""影""",110761,15,0.966645207847068
"342","""聲""",110548,17,0.964535603547832
"343","""平""",110325,5,0.962326956793232
"344","""臺""",109725,14,0.95638440947144
"345","""員""",109155,10,0.950738989515738
"346","""金""",108819,8,0.947411163015535
"347","""討""",108614,10,0.945380792680589
"348","""色""",108485,6,0.944103145006404
"349","""則""",108300,9,0.942270859582185
"350","""容""",108060,10,0.939893840653468
"351","""檔""",107742,17,0.936744290572918
"352","""片""",107600,4,0.935337887706761
"353","""向""",107020,6,0.929593425295695
"354","""妳""",106116,8,0.920639987330862
"355","""市""",105637,5,0.915895853718965
"356","""利""",105611,7,0.91563834333502
"357","""興""",105059,16,0.910171199798972
"358","""白""",104398,5,0.903624493499464
"359","""強""",104347,11,0.903119376977112
"360","""安""",103801,6,0.897711658914282
"361","""央""",103704,5,0.896750947097259
"362","""特""",103567,10,0.895394065458783
"363","""議""",103289,20,0.892640685199686
"364","""辦""",102939,16,0.889174199261974
"365","""價""",102882,15,0.888609657266404
"366","""總""",101978,17,0.87965621930157
"367","""傳""",101724,13,0.877140540935345
"368","""思""",101505,9,0.874971511162891
"369","""花""",101015,8,0.870118430850094
"370","""元""",100523,4,0.865245542046225
"371","""叫""",100049,5,0.86055092966201
"372","""保""",99970,9,0.85976849426464
"373","""份""",99488,6,0.854994647916134
"374","""求""",99296,7,0.853093032773161
"375","""究""",99256,7,0.852696862951708
"376","""呵""",99062,8,0.850775439317662
"377","""件""",98128,6,0.841524873986739
"378","""未""",97286,5,0.833185499245158
"379","""決""",97148,7,0.831818713361146
"380","""組""",96711,11,0.827490558061774
"381","""萬""",96237,13,0.822795945677558
"382","""竹""",96078,6,0.821221170637283
"383","""級""",95710,10,0.817576408279918
"384","""持""",95656,9,0.817041579020956
"385","""笑""",94756,10,0.808127758038269
"386","""投""",94384,7,0.804443378698758
"387","""哪""",93877,10,0.799421926211843
"388","""室""",93487,9,0.795559270452679
"389","""曾""",93394,12,0.794638175617801
"390","""走""",93148,7,0.792201731215866
"391","""喔""",92913,12,0.789874233514831
"392","""標""",92618,15,0.786952481081617
"393","""流""",92482,9,0.785605503688677
"394","""支""",92264,4,0.78344637816176
"395","""獨""",91993,16,0.780762327621417
"396","""貓""",90587,16,0.766836958397351
"397","""卡""",90309,5,0.764083578138254
"398","""需""",90154,14,0.762548420080125
"399","""兄""",89901,5,0.760042645959436
"400","""門""",89827,8,0.759309731789748
"401","""共""",89634,6,0.757398212401238
"402","""語""",89329,14,0.754377417512661
"403","""海""",88905,10,0.750178017405261
"404","""口""",88727,3,0.748415061699796
"405","""阿""",88578,8,0.746939329114885
"406","""線""",88361,15,0.744790107833503
"407","""馬""",88333,10,0.744512788958486
"408","""黃""",88187,12,0.743066769110184
"409","""參""",87813,11,0.7393625812796
"410","""般""",87661,10,0.737857135958079
"411","""命""",87293,8,0.734212373600714
"412","""視""",86815,11,0.729478144234353
"413","""觀""",86794,25,0.72927015507809
"414","""聯""",86573,17,0.727081316814563
"415","""腦""",85822,13,0.719643228416787
"416","""朋""",85775,8,0.71917772887658
"417","""格""",85698,10,0.718415101970283
"418","""兒""",85526,8,0.716711571738036
"419","""八""",85474,2,0.716196550970148
"420","""修""",85237,10,0.71384924477804
"421","""料""",84954,10,0.711046343291261
"422","""錢""",84904,16,0.710551131014445
"423","""失""",84799,5,0.709511185233132
"424","""吃""",84729,6,0.708817888045589
"425","""住""",84509,7,0.706638954027599
"426","""即""",84346,7,0.705024562005179
"427","""另""",83262,5,0.694288359843808
"428","""錄""",82888,16,0.690584172013225
"429","""專""",82677,11,0.688494376205061
"430","""象""",82336,12,0.685117028477176
"431","""換""",81878,12,0.680580884021542
"432","""基""",81818,11,0.679986629289362
"433","""板""",81815,8,0.679956916552753
"434","""拿""",80772,10,0.669626788458372
"435","""遠""",80657,14,0.668487800221695
"436","""速""",80360,11,0.665546239297408
"437","""形""",80289,7,0.664843037864329
"438","""孩""",80204,9,0.664001176993742
"439","""備""",80164,12,0.663605007172289
"440","""歌""",80050,14,0.662475923181149
"441","""幫""",80023,17,0.662208508551668
"442","""確""",79923,15,0.661218083998036
"443","""候""",79364,10,0.655681610743234
"444","""除""",78924,10,0.651323742707253
"445","""界""",78850,9,0.650590828537565
"446","""裝""",78681,13,0.648917011041927
"447","""類""",78205,19,0.644202590166639
"448","""講""",77918,17,0.641360071697715
"449","""器""",77660,16,0.638804776349345
"450","""南""",77470,9,0.636922969697444
"451","""案""",77425,10,0.636477278648309
"452","""畫""",77423,12,0.636457470157237
"453","""英""",77253,9,0.634773748416062
"454","""訴""",77163,12,0.633882366317793
"455","""帶""",76240,11,0.62474074768777
"456","""差""",76057,10,0.622928270754624
"457","""乎""",76041,5,0.622769802826043
"458","""量""",75841,12,0.620788953718779
"459","""久""",75514,3,0.617550265428402
"460","""掉""",75299,11,0.615420852638093
"461","""似""",75146,7,0.613905503071036
"462","""整""",75045,16,0.612905174271868
"463","""引""",74461,4,0.607121094878657
"464","""班""",74297,10,0.605496798610701
"465","""迷""",74216,10,0.604694554722259
"466","""圖""",74216,14,0.604694554722259
"467","""制""",74134,8,0.603882406588281
"468","""費""",73882,12,0.601386536713128
"469","""賽""",73767,17,0.600247548476451
"470","""奇""",73699,8,0.599574059779982
"471","""識""",73392,19,0.596533456400331
"472","""型""",73353,9,0.596147190824415
"473","""超""",73305,12,0.595671787038672
"474","""邊""",73304,19,0.595661882793135
"475","""耶""",73163,9,0.594265384172514
"476","""品""",72832,9,0.590987078899992
"477","""舍""",72675,8,0.58943211235079
"478","""雖""",72668,17,0.589362782632036
"479","""始""",72626,8,0.58894680431951
"480","""運""",72593,13,0.588619964216812
"481","""李""",72434,7,0.587045189176537
"482","""務""",72387,11,0.58657968963633
"483","""權""",72344,22,0.586153807078268
"484","""驗""",72278,23,0.585500126872871
"485","""故""",72033,9,0.583073586716473
"486","""六""",71823,4,0.580993695153846
"487","""讀""",71735,22,0.580122121546649
"488","""怪""",71713,8,0.57990422814485
"489","""飛""",71452,9,0.577319220059871
"490","""滿""",71310,14,0.575912817193713
"491","""服""",71299,8,0.575803870492814
"492","""夢""",71231,14,0.575130381796344
"493","""收""",71165,6,0.574476701590947
"494","""眼""",71058,11,0.573416947318561
"495","""造""",71032,11,0.573159436934617
"496","""念""",70963,8,0.57247604399261
"497","""留""",70864,10,0.571495523684515
"498","""課""",70719,15,0.570059408081748
"499","""軍""",70663,9,0.569504770331715
"500","""破""",70155,10,0.564473413599264
"501","""精""",69858,14,0.561531852674977
"502","""半""",69801,5,0.560967310679407
"503","""約""",69741,9,0.560373055947228
"504","""願""",69445,19,0.557441399268477
"505","""令""",69051,5,0.553539126527167
"506","""底""",68724,8,0.55030043823679
"507","""答""",68517,12,0.548250259410772
"508","""演""",68360,14,0.54669529286157
"509","""達""",68312,13,0.546219889075827
"510","""雄""",68173,12,0.544843198946278
"511","""深""",67687,11,0.540029735615627
"512","""票""",67677,11,0.539930693160263
"513","""早""",67132,6,0.534532879342969
"514","""院""",66835,10,0.531591318418682
"515","""夠""",66056,11,0.523875911145889
"516","""曲""",65789,6,0.521231477587692
"517","""假""",65722,11,0.520567893136758
"518","""談""",65267,15,0.516061461417733
"519","""術""",65266,11,0.516051557172196
"520","""棒""",65240,12,0.515794046788252
"521","""賣""",65227,15,0.51566529159628
"522","""黑""",64983,12,0.513248655685418
"523","""百""",64888,6,0.512307752359467
"524","""勝""",64825,12,0.511683784890679
"525","""推""",64630,11,0.509752457011097
"526","""存""",64502,6,0.508484713582448
"527","""火""",64196,4,0.505454014448334
"528","""準""",64150,13,0.504998419153663
"529","""示""",63561,5,0.499164818532771
"530","""往""",63499,8,0.498550755309519
"531","""碟""",63470,14,0.498263532188966
"532","""易""",63406,8,0.497629660474641
"533","""況""",63334,8,0.496916554796026
"534","""晚""",63237,11,0.495955842979003
"535","""離""",63204,19,0.495629002876305
"536","""治""",62946,8,0.493073707527934
"537","""導""",62860,16,0.492221942411811
"538","""七""",62853,2,0.492152612693057
"539","""段""",62173,9,0.485417725728359
"540","""團""",62106,14,0.484754141277426
"541","""調""",61916,15,0.482872334625525
"542","""證""",61502,19,0.478771976973488
"543","""列""",61352,6,0.47728634014304
"544","""傷""",61254,13,0.476315724080481
"545","""永""",61245,5,0.476226585870654
"546","""剛""",61146,10,0.475246065562559
"547","""排""",61011,11,0.473908992415155
"548","""哥""",60956,10,0.473364258910658
"549","""德""",60841,15,0.472225270673981
"550","""九""",60561,2,0.469452081923811
"551","""甚""",60517,9,0.469016295120213
"552","""殺""",60424,11,0.468095200285336
"553","""照""",60147,13,0.465351724271775
"554","""軟""",60057,11,0.464460342173506
"555","""包""",60049,5,0.464381108209216
"556","""怕""",59891,8,0.462816237414477
"557","""條""",59837,11,0.462281408155516
"558","""夜""",59755,8,0.461469260021538
"559","""商""",59657,11,0.460498643958978
"560","""概""",59558,13,0.459518123650883
"561","""根""",59387,10,0.457824497664172
"562","""供""",59310,8,0.457061870757875
"563","""絕""",59291,12,0.456873690092685
"564","""千""",59102,3,0.455001787686321
"565","""客""",59085,9,0.454833415512203
"566","""切""",58909,4,0.453090268297811
"567","""集""",58884,12,0.452842662159403
"568","""稱""",58681,14,0.45083210031553
"569","""據""",58668,16,0.450703345123558
"570","""落""",58567,13,0.44970301632439
"571","""越""",58490,12,0.448940389418093
"572","""竟""",58426,11,0.448306517703769
"573","""盡""",58387,14,0.447920252127852
"574","""待""",58350,9,0.447553795043008
"575","""聞""",58075,14,0.44483012752052
"576","""園""",58048,13,0.44456271289104
"577","""忘""",57999,7,0.44407740485976
"578","""值""",57997,10,0.444057596368687
"579","""產""",57950,11,0.44359209682848
"580","""消""",57326,10,0.437411847613817
"581","""雙""",57210,18,0.436262955131604
"582","""紅""",56845,9,0.432647905510847
"583","""座""",56615,10,0.430369929037493
"584","""展""",56225,10,0.426507273278329
"585","""育""",55965,7,0.423932169438885
"586","""跑""",55821,12,0.422505958081655
"587","""附""",55735,8,0.421654192965532
"588","""嘛""",55429,14,0.418623493831418
"589","""執""",55340,11,0.417742015978686
"590","""唱""",55158,11,0.415939443291075
"591","""技""",54857,7,0.412958265384643
"592","""某""",54845,9,0.412839414438207
"593","""硬""",54667,12,0.411076458732742
"594","""斯""",54548,12,0.40989785351392
"595","""雲""",54540,12,0.40981861954963
"596","""遊""",54425,13,0.408679631312953
"597","""息""",54380,10,0.408233940263818
"598","""助""",54145,7,0.405906442562783
"599","""須""",53837,12,0.402855934937597
"600","""苦""",53817,9,0.40265785002687
"601","""介""",53811,4,0.402598424553652
"602","""效""",53687,10,0.401370298107149
"603","""首""",53235,9,0.396893579124732
"604","""質""",53139,15,0.395942771553246
"605","""例""",53106,8,0.395615931450547
"606","""唉""",53049,10,0.395051389454977
"607","""職""",53031,18,0.394873113035323
"608","""復""",52921,12,0.393783646026328
"609","""輸""",52871,16,0.393288433749512
"610","""節""",52773,13,0.392317817686953
"611","""規""",52770,11,0.392288104950344
"612","""注""",52732,8,0.391911743619963
"613","""畢""",52670,11,0.391297680396712
"614","""查""",52569,9,0.390297351597543
"615","""熱""",52375,15,0.388375927963497
"616","""油""",52331,8,0.387940141159899
"617","""館""",52285,16,0.387484545865228
"618","""態""",52194,14,0.386583259521423
"619","""停""",52109,11,0.385741398650836
"620","""福""",52055,14,0.385206569391875
"621","""救""",52003,11,0.384691548623986
"622","""倒""",51920,10,0.383869496244472
"623","""親""",51866,16,0.38333466698551
"624","""害""",51860,10,0.383275241512292
"625","""亂""",51811,13,0.382789933481013
"626","""古""",51625,5,0.380947743811257
"627","""步""",51305,7,0.377778385239635
"628","""寶""",51193,20,0.376669109739567
"629","""擊""",51164,17,0.376381886619014
"630","""舉""",51086,17,0.375609355467181
"631","""終""",50989,11,0.374648643650158
"632","""嗯""",50941,13,0.374173239864415
"633","""印""",50702,6,0.371806125181234
"634","""限""",50622,9,0.371013785538328
"635","""依""",50589,8,0.37068694543563
"636","""斷""",50421,18,0.369023032185528
"637","""輕""",50407,14,0.36888437274802
"638","""環""",49945,17,0.36430861131024
"639","""簡""",49903,18,0.363892632997715
"640","""趣""",49894,15,0.363803494787888
"641","""志""",49868,7,0.363545984403943
"642","""響""",49816,21,0.363030963636055
"643","""隨""",49767,16,0.362545655604775
"644","""練""",49683,15,0.361713698979724
"645","""續""",49681,21,0.361693890488652
"646","""魚""",49608,11,0.3609708805645
"647","""篇""",49397,15,0.358881084756337
"648","""司""",49008,5,0.355028333242708
"649","""局""",48936,7,0.354315227564093
"650","""送""",48681,10,0.351789644952332
"651","""極""",48680,13,0.351779740706795
"652","""角""",48659,7,0.351571751550533
"653","""省""",48656,9,0.351542038813924
"654","""源""",48575,13,0.350739794925482
"655","""陽""",48494,12,0.34993755103704
"656","""幹""",48479,13,0.349788987353995
"657","""習""",48435,11,0.349353200550397
"658","""羅""",48179,19,0.346817713693099
"659","""武""",48104,8,0.346074895277875
"660","""免""",48015,7,0.345193417425143
"661","""疑""",47964,14,0.34468830090279
"662","""拉""",47785,8,0.342915440951789
"663","""克""",47635,7,0.341429804121341
"664","""仍""",47529,4,0.340379954094491
"665","""樓""",47232,15,0.337438393170204
"666","""佛""",47189,7,0.337012510612142
"667","""足""",47014,7,0.335279267643286
"668","""低""",46654,7,0.331713739250211
"669","""廣""",46522,15,0.330406378839417
"670","""煩""",46473,13,0.329921070808137
"671","""鳥""",46304,11,0.328247253312499
"672","""顯""",46026,23,0.325493873053402
"673","""碼""",45990,15,0.325137320214095
"674","""土""",45706,3,0.32232451448178
"675","""率""",45566,11,0.320937920106695
"676","""聖""",45455,13,0.319838548852164
"677","""壞""",45324,19,0.318541092686906
"678","""初""",45256,7,0.317867603990436
"679","""具""",45052,8,0.315847137901027
"680","""預""",44980,13,0.315134032222412
"681","""呀""",44977,7,0.315104319485803
"682","""眾""",44803,11,0.313380980762483
"683","""責""",44701,11,0.312370747717779
"684","""爭""",44699,8,0.312350939226706
"685","""兵""",44572,7,0.311093100043593
"686","""智""",44507,12,0.310449324083733
"687","""誤""",44398,14,0.309369761320274
"688","""境""",44397,14,0.309359857074737
"689","""青""",44152,8,0.306933316918339
