"","character","frequency","stroke_num","scaled_freq"
"1455","""閱""",10982,15,-0.0215905075213902
"1456","""諒""",10963,15,-0.0217786881865803
"1457","""紫""",10953,12,-0.0218777306419435
"1458","""攝""",10945,21,-0.021956964606234
"1459","""儀""",10938,15,-0.0220262943249883
"1460","""妨""",10928,7,-0.0221253367803515
"1461","""審""",10923,15,-0.0221748580080331
"1462","""描""",10918,12,-0.0222243792357147
"1463","""洽""",10902,9,-0.0223828471642958
"1464","""毀""",10895,13,-0.02245217688305
"1465","""逐""",10865,11,-0.0227493042491396
"1466","""陪""",10822,11,-0.0231751868072014
"1467","""填""",10810,13,-0.0232940377536372
"1468","""踏""",10740,15,-0.0239873349411796
"1469","""跌""",10708,12,-0.0243042707983419
"1470","""藤""",10689,19,-0.0244924514635319
"1471","""慕""",10657,15,-0.0248093873206942
"1472","""勒""",10656,11,-0.0248192915662305
"1473","""闆""",10638,17,-0.0249975679858842
"1474","""殊""",10621,10,-0.0251659401600017
"1475","""姊""",10618,8,-0.0251956528966106
"1476","""憑""",10573,16,-0.025641343945745
"1477","""寞""",10569,14,-0.0256809609278903
"1478","""岸""",10557,8,-0.0257998118743261
"1479","""芬""",10527,8,-0.0260969392404157
"1480","""鎮""",10526,18,-0.0261068434859521
"1481","""池""",10502,6,-0.0263445453788237
"1482","""拒""",10418,8,-0.0271765020038746
"1483","""葛""",10409,13,-0.0272656402137015
"1484","""州""",10405,6,-0.0273052571958468
"1485","""鋒""",10369,15,-0.0276618100351543
"1486","""寬""",10361,15,-0.0277410439994448
"1487","""拳""",10349,10,-0.0278598949458807
"1488","""于""",10333,3,-0.0280183628744618
"1489","""函""",10317,8,-0.0281768308030429
"1490","""驅""",10316,21,-0.0281867350485792
"1491","""後""",10315,6,-0.0281966392941156
"1492","""裁""",10310,12,-0.0282461605217971
"1493","""蟹""",10281,19,-0.0285333836423504
"1494","""阻""",10268,8,-0.0286621388343226
"1495","""邪""",10263,7,-0.0287116600620042
"1496","""革""",10254,9,-0.0288007982718311
"1497","""頗""",10245,14,-0.0288899364816579
"1498","""臥""",10231,8,-0.0290285959191664
"1499","""昌""",10225,8,-0.0290880213923843
"1500","""孟""",10216,8,-0.0291771596022112
"1501","""航""",10189,10,-0.0294445742316919
"1502","""遙""",10160,14,-0.0297317973522451
"1503","""翔""",10156,12,-0.0297714143343904
"1504","""蠍""",10154,19,-0.029791222825463
"1505","""恭""",10148,10,-0.029850648298681
"1506","""奧""",10147,13,-0.0298605525442173
"1507","""齋""",10140,17,-0.0299298822629715
"1508","""睛""",10115,13,-0.0301774884013795
"1509","""槍""",10111,14,-0.0302171053835248
"1510","""塔""",10107,13,-0.0302567223656701
"1511","""閉""",10087,11,-0.0304548072763965
"1512","""頓""",10055,13,-0.0307717431335587
"1513","""糊""",10050,15,-0.0308212643612403
"1514","""仰""",9993,6,-0.0313858063568105
"1515","""旗""",9992,14,-0.0313957106023469
"1516","""勵""",9984,17,-0.0314749445666374
"1517","""厚""",9982,9,-0.0314947530577101
"1518","""魂""",9961,14,-0.0317027422139728
"1519","""準""",9958,10,-0.0317324549505817
"1520","""丸""",9938,3,-0.0319305398613081
"1521","""宙""",9923,8,-0.0320791035443529
"1522","""逸""",9922,13,-0.0320890077898892
"1523","""裕""",9921,12,-0.0320989120354256
"1524","""舒""",9918,12,-0.0321286247720345
"1525","""訪""",9912,11,-0.0321880502452524
"1526","""兼""",9879,10,-0.032514890347951
"1527","""薩""",9858,18,-0.0327228795042137
"1528","""飲""",9855,12,-0.0327525922408227
"1529","""赤""",9841,7,-0.0328912516783312
"1530","""閣""",9841,14,-0.0328912516783312
"1531","""庸""",9813,11,-0.0331685705533481
"1532","""啪""",9800,11,-0.0332973257453203
"1533","""搶""",9746,13,-0.0338321550042815
"1534","""勿""",9734,4,-0.0339510059507174
"1535","""砂""",9716,9,-0.0341292823703711
"1536","""緒""",9713,14,-0.0341589951069801
"1537","""丌""",9694,3,-0.0343471757721702
"1538","""穹""",9675,8,-0.0345353564373603
"1539","""儘""",9665,16,-0.0346343988927234
"1540","""掃""",9663,11,-0.0346542073837961
"1541","""慈""",9660,13,-0.034683920120405
"1542","""欄""",9651,21,-0.0347730583302319
"1543","""嘗""",9637,14,-0.0349117177677404
"1544","""勸""",9581,20,-0.0354663555177743
"1545","""鮮""",9541,17,-0.0358625253392271
"1546","""奮""",9519,16,-0.0360804187410261
"1547","""賜""",9505,15,-0.0362190781785346
"1548","""菩""",9485,12,-0.036417163089261
"1549","""喊""",9483,12,-0.0364369715803337
"1550","""闡""",9481,20,-0.0364567800714063
"1551","""幽""",9475,9,-0.0365162055446242
"1552","""擴""",9459,18,-0.0366746734732053
"1553","""污""",9410,6,-0.037159981504485
"1554","""彰""",9406,14,-0.0371995984866303
"1555","""毫""",9404,11,-0.0372194069777029
"1556","""祥""",9403,11,-0.0372293112232392
"1557","""盜""",9387,12,-0.0373877791518204
"1558","""証""",9379,12,-0.0374670131161109
"1559","""罰""",9363,14,-0.037625481044692
"1560","""番""",9352,12,-0.0377344277455916
"1561","""尖""",9349,6,-0.0377641404822005
"1562","""灰""",9328,6,-0.0379721296384632
"1563","""狐""",9282,8,-0.0384277249331339
"1564","""衡""",9246,16,-0.0387842777724415
"1565","""擎""",9240,17,-0.0388437032456594
"1566","""汪""",9235,7,-0.038893224473341
"1567","""監""",9152,14,-0.0397152768528555
"1568","""籌""",9137,20,-0.0398638405359003
"1569","""遲""",9120,16,-0.0400322127100178
"1570","""誇""",9115,13,-0.0400817339376994
"1571","""邱""",9107,8,-0.0401609679019899
"1572","""稅""",9092,12,-0.0403095315850347
"1573","""浩""",9069,10,-0.0405373292323701
"1574","""拆""",9013,8,-0.041091966982404
"1575","""紛""",9009,10,-0.0411315839645493
"1576","""吾""",8990,7,-0.0413197646297393
"1577","""托""",8962,6,-0.0415970835047563
"1578","""姑""",8945,8,-0.0417654556788737
"1579","""咱""",8921,9,-0.0420031575717454
"1580","""漏""",8914,14,-0.0420724872904997
"1581","""誕""",8895,15,-0.0422606679556897
"1582","""淑""",8887,11,-0.0423399019199803
"1583","""鬱""",8887,30,-0.0423399019199803
"1584","""砲""",8880,10,-0.0424092316387345
"1585","""柏""",8866,9,-0.042547891076243
"1586","""牆""",8866,17,-0.042547891076243
"1587","""窩""",8854,14,-0.0426667420226788
"1588","""傾""",8849,13,-0.0427162632503604
"1589","""辭""",8835,19,-0.0428549226878689
"1590","""秒""",8827,9,-0.0429341566521595
"1591","""羽""",8817,6,-0.0430331991075227
"1592","""渡""",8792,12,-0.0432808052459307
"1593","""沖""",8783,7,-0.0433699434557576
"1594","""廖""",8776,14,-0.0434392731745118
"1595","""輛""",8767,15,-0.0435284113843387
"1596","""齡""",8749,20,-0.0437066878039924
"1597","""培""",8712,11,-0.0440731448888363
"1598","""邀""",8702,17,-0.0441721873441995
"1599","""甘""",8693,5,-0.0442613255540263
"1600","""袋""",8689,11,-0.0443009425361716
"1601","""杜""",8669,7,-0.044499027446898
"1602","""酸""",8655,17,-0.0446376868844065
"1603","""胸""",8631,10,-0.0448753887772782
"1604","""邏""",8629,23,-0.0448951972683508
"1605","""豈""",8616,10,-0.045023952460323
"1606","""涼""",8615,11,-0.0450338567058593
"1607","""肥""",8612,8,-0.0450635694424682
"1608","""谷""",8590,7,-0.0452814628442673
"1609","""獸""",8572,19,-0.045459739263921
"1610","""娃""",8563,9,-0.0455488774737479
"1611","""孔""",8556,4,-0.0456182071925022
"1612","""陷""",8555,11,-0.0456281114380385
"1613","""估""",8551,7,-0.0456677284201838
"1614","""妻""",8546,8,-0.0457172496478654
"1615","""徑""",8545,10,-0.0457271538934017
"1616","""玫""",8543,8,-0.0457469623844743
"1617","""潛""",8541,15,-0.045766770875547
"1618","""晶""",8517,12,-0.0460044727684186
"1619","""胞""",8509,9,-0.0460837067327092
"1620","""煞""",8474,13,-0.0464303553264804
"1621","""脆""",8466,10,-0.0465095892907709
"1622","""抹""",8447,8,-0.046697769955961
"1623","""猶""",8446,12,-0.0467076742014973
"1624","""築""",8426,16,-0.0469057591122237
"1625","""呂""",8405,7,-0.0471137482684865
"1626","""碎""",8403,13,-0.0471335567595591
"1627","""噴""",8374,15,-0.0474207798801124
"1628","""截""",8368,14,-0.0474802053533303
"1629","""旦""",8350,5,-0.047658481772984
"1630","""婦""",8333,11,-0.0478268539471015
"1631","""垃""",8328,8,-0.0478763751747831
"1632","""荒""",8322,10,-0.047935800648001
"1633","""幣""",8321,14,-0.0479457048935373
"1634","""圾""",8302,7,-0.0481338855587274
"1635","""串""",8282,7,-0.0483319704694538
"1636","""壯""",8274,7,-0.0484112044337444
"1637","""伸""",8263,7,-0.0485201511346439
"1638","""傲""",8263,13,-0.0485201511346439
"1639","""弦""",8245,8,-0.0486984275542976
"1640","""泥""",8245,8,-0.0486984275542976
"1641","""繁""",8243,17,-0.0487182360453703
"1642","""魯""",8226,15,-0.0488866082194877
"1643","""忌""",8216,7,-0.0489856506748509
"1644","""億""",8198,15,-0.0491639270945047
"1645","""叭""",8189,5,-0.0492530653043315
"1646","""坦""",8188,8,-0.0492629695498679
"1647","""恥""",8157,10,-0.0495700011614938
"1648","""蜜""",8152,14,-0.0496195223891754
"1649","""欺""",8149,12,-0.0496492351257843
"1650","""捨""",8137,11,-0.0497680860722202
"1651","""怡""",8122,8,-0.049916649755265
"1652","""玲""",8108,9,-0.0500553091927734
"1653","""臭""",8107,10,-0.0500652134383098
"1654","""唐""",8102,10,-0.0501147346659914
"1655","""湯""",8101,12,-0.0501246389115277
"1656","""窮""",8093,15,-0.0502038728758182
"1657","""悉""",8090,11,-0.0502335856124272
"1658","""勁""",8089,9,-0.0502434898579635
"1659","""拔""",8059,8,-0.0505406172240531
"1660","""甜""",8051,11,-0.0506198511883437
"1661","""蒙""",8034,14,-0.0507882233624611
"1662","""逛""",8014,11,-0.0509863082731875
"1663","""朵""",8005,6,-0.0510754464830144
"1664","""摘""",7990,14,-0.0512240101660592
"1665","""膽""",7982,17,-0.0513032441303497
"1666","""糟""",7974,17,-0.0513824780946403
"1667","""腿""",7973,14,-0.0513923823401766
"1668","""喇""",7972,12,-0.0514022865857129
"1669","""醜""",7966,17,-0.0514617120589309
"1670","""躍""",7954,21,-0.0515805630053667
"1671","""繳""",7952,19,-0.0516003714964393
"1672","""泉""",7937,9,-0.0517489351794841
"1673","""澤""",7931,16,-0.0518083606527021
"1674","""碧""",7930,14,-0.0518182648982384
"1675","""鞋""",7928,15,-0.051838073389311
"1676","""韓""",7912,17,-0.0519965413178921
"1677","""彥""",7903,9,-0.052085679527719
"1678","""晨""",7903,11,-0.052085679527719
"1679","""莉""",7901,11,-0.0521054880187917
"1680","""駕""",7898,15,-0.0521352007554006
"1681","""猛""",7890,11,-0.0522144347196912
"1682","""緩""",7883,15,-0.0522837644384454
"1683","""坡""",7863,8,-0.0524818493491718
"1684","""炸""",7863,9,-0.0524818493491718
"1685","""怒""",7861,9,-0.0525016578402445
"1686","""召""",7837,5,-0.0527393597331161
"1687","""捕""",7836,10,-0.0527492639786524
"1688","""幼""",7818,5,-0.0529275403983062
"1689","""艾""",7814,6,-0.0529671573804515
"1690","""恆""",7813,9,-0.0529770616259878
"1691","""割""",7806,12,-0.053046391344742
"1692","""扯""",7783,7,-0.0532741889920774
"1693","""盾""",7771,9,-0.0533930399385132
"1694","""麼""",7768,3,-0.0534227526751222
"1695","""吐""",7761,6,-0.0534920823938764
"1696","""昏""",7761,8,-0.0534920823938764
"1697","""辨""",7746,16,-0.0536406460769212
"1698","""軒""",7731,10,-0.053789209759966
"1699","""巫""",7709,7,-0.0540071031617651
"1700","""丹""",7705,4,-0.0540467201439103
"1701","""鑑""",7690,22,-0.0541952838269551
"1702","""彎""",7669,22,-0.0544032729832179
"1703","""賦""",7653,15,-0.054561740911799
"1704","""坪""",7643,8,-0.0546607833671622
"1705","""侵""",7634,9,-0.0547499215769891
"1706","""胎""",7627,9,-0.0548192512957433
"1707","""悠""",7625,11,-0.0548390597868159
"1708","""薪""",7623,17,-0.0548588682778886
"1709","""刪""",7613,7,-0.0549579107332518
"1710","""彬""",7594,11,-0.0551460913984419
"1711","""悟""",7589,10,-0.0551956126261234
"1712","""珠""",7587,10,-0.0552154211171961
"1713","""勤""",7587,13,-0.0552154211171961
"1714","""瑰""",7583,14,-0.0552550380993414
"1715","""植""",7582,12,-0.0552649423448777
"1716","""痴""",7565,13,-0.0554333145189951
"1717","""礙""",7557,19,-0.0555125484832857
"1718","""敝""",7545,11,-0.0556313994297215
"1719","""盃""",7539,9,-0.0556908249029394
"1720","""盼""",7518,9,-0.0558988140592022
"1721","""亨""",7495,7,-0.0561266117065375
"1722","""逝""",7491,11,-0.0561662286886828
"1723","""剪""",7487,11,-0.0562058456708281
"1724","""磨""",7481,16,-0.056265271144046
"1725","""逼""",7474,13,-0.0563346008628002
"1726","""濃""",7474,16,-0.0563346008628002
"1727","""洛""",7470,9,-0.0563742178449455
"1728","""乏""",7468,5,-0.0563940263360182
"1729","""擋""",7462,16,-0.0564534518092361
"1730","""姆""",7459,8,-0.056483164545845
"1731","""症""",7450,10,-0.0565723027556719
"1732","""嫌""",7446,13,-0.0566119197378172
"1733","""躲""",7443,13,-0.0566416324744261
"1734","""壁""",7434,16,-0.056730770684253
"1735","""釣""",7422,11,-0.0568496216306889
"1736","""暖""",7422,13,-0.0568496216306889
"1737","""憾""",7396,16,-0.0571071320146332
"1738","""遜""",7390,14,-0.0571665574878511
"1739","""愉""",7387,12,-0.0571962702244601
"1740","""曰""",7315,4,-0.0579093759030751
"1741","""采""",7305,8,-0.0580084183584383
"1742","""捷""",7286,11,-0.0581965990236284
"1743","""嘆""",7283,14,-0.0582263117602373
"1744","""玄""",7281,5,-0.05824612025131
"1745","""滴""",7275,14,-0.0583055457245279
"1746","""扣""",7263,6,-0.0584243966709637
"1747","""抵""",7258,8,-0.0584739178986453
"1748","""奔""",7254,8,-0.0585135348807906
"1749","""翁""",7228,10,-0.0587710452647349
"1750","""蹟""",7227,18,-0.0587809495102712
"1751","""菲""",7217,12,-0.0588799919656344
"1752","""爬""",7216,8,-0.0588898962111708
"1753","""棚""",7212,12,-0.058929513193316
"1754","""夕""",7207,3,-0.0589790344209976
"1755","""惱""",7196,12,-0.0590879811218971
"1756","""戒""",7180,7,-0.0592464490504783
"1757","""牲""",7177,9,-0.0592761617870872
"1758","""泳""",7167,8,-0.0593752042424504
"1759","""恰""",7158,9,-0.0594643424522773
"1760","""滄""",7147,13,-0.0595732891531768
"1761","""桑""",7139,10,-0.0596525231174674
"1762","""蔣""",7126,15,-0.0597812783094395
"1763","""潔""",7110,15,-0.0599397462380207
"1764","""焦""",7098,12,-0.0600585971844565
"1765","""勉""",7079,9,-0.0602467778496466
"1766","""奪""",7067,14,-0.0603656287960824
"1767","""萊""",7057,12,-0.0604646712514456
"1768","""咖""",7056,8,-0.0604745754969819
"1769","""貪""",7044,11,-0.0605934264434178
"1770","""踢""",7037,15,-0.060662756162172
"1771","""抄""",7036,7,-0.0606726604077083
"1772","""跡""",7011,13,-0.0609202665461163
"1773","""鍾""",7000,17,-0.0610292132470158
"1774","""涯""",6964,11,-0.0613857660863234
"1775","""箭""",6963,15,-0.0613956703318597
"1776","""誓""",6960,14,-0.0614253830684686
"1777","""穌""",6958,16,-0.0614451915595413
"1778","""涉""",6957,10,-0.0614550958050776
"1779","""稿""",6943,15,-0.0615937552425861
"1780","""署""",6918,13,-0.0618413613809941
"1781","""療""",6888,17,-0.0621384887470837
"1782","""礎""",6876,18,-0.0622573396935195
"1783","""僑""",6872,14,-0.0622969566756648
"1784","""涵""",6870,11,-0.0623167651667374
"1785","""霧""",6860,19,-0.0624158076221006
"1786","""粉""",6859,10,-0.0624257118676369
"1787","""俱""",6857,10,-0.0624455203587096
"1788","""徹""",6856,14,-0.0624554246042459
"1789","""謀""",6845,16,-0.0625643713051454
"1790","""屠""",6824,11,-0.0627723604614081
"1791","""犧""",6815,21,-0.062861498671235
"1792","""唷""",6814,10,-0.0628714029167713
"1793","""繞""",6808,18,-0.0629308283899892
"1794","""壽""",6786,14,-0.0631487217917883
"1795","""爺""",6775,13,-0.0632576684926878
"1796","""騷""",6768,20,-0.063326998211442
"1797","""氏""",6761,4,-0.0633963279301963
"1798","""翼""",6752,17,-0.0634854661400232
"1799","""雲""",6741,4,-0.0635944128409227
"1800","""肚""",6730,7,-0.0637033595418222
"1801","""吝""",6726,7,-0.0637429765239675
"1802","""梁""",6724,11,-0.0637627850150401
"1803","""咪""",6696,9,-0.0640401038900571
"1804","""繪""",6695,19,-0.0640500081355934
"1805","""廉""",6691,13,-0.0640896251177387
"1806","""飽""",6673,13,-0.0642679015373924
"1807","""鳴""",6662,14,-0.0643768482382919
"1808","""貌""",6659,14,-0.0644065609749009
"1809","""霹""",6653,21,-0.0644659864481188
"1810","""炮""",6650,9,-0.0644956991847278
"1811","""捐""",6649,10,-0.0645056034302641
"1812","""啡""",6641,10,-0.0645848373945547
"1813","""炎""",6632,8,-0.0646739756043815
"1814","""嗨""",6622,13,-0.0647730180597447
"1815","""貢""",6620,10,-0.0647928265508174
"1816","""曼""",6616,11,-0.0648324435329627
"1817","""壢""",6599,19,-0.0650008157070801
"1818","""鼻""",6595,14,-0.0650404326892254
"1819","""奉""",6590,8,-0.065089953916907
"1820","""鈴""",6587,13,-0.0651196666535159
"1821","""耗""",6573,10,-0.0652583260910244
"1822","""恢""",6562,9,-0.0653672727919239
"1823","""融""",6562,16,-0.0653672727919239
"1824","""筋""",6550,12,-0.0654861237383598
"1825","""撿""",6538,16,-0.0656049746847956
"1826","""儒""",6535,16,-0.0656346874214046
"1827","""飾""",6526,13,-0.0657238256312314
"1828","""禍""",6519,14,-0.0657931553499857
"1829","""侯""",6513,9,-0.0658525808232036
"1830","""唬""",6503,11,-0.0659516232785668
"1831","""挖""",6500,9,-0.0659813360151758
"1832","""幅""",6499,12,-0.0659912402607121
"1833","""瞧""",6472,17,-0.0662586548901927
"1834","""廷""",6457,7,-0.0664072185732375
"1835","""咦""",6444,9,-0.0665359737652097
"1836","""撐""",6444,15,-0.0665359737652097
"1837","""柳""",6440,9,-0.066575590747355
"1838","""薄""",6434,17,-0.0666350162205729
"1839","""黎""",6431,15,-0.0666647289571818
"1840","""捲""",6417,11,-0.0668033883946903
"1841","""嵐""",6416,12,-0.0668132926402266
"1842","""弔""",6402,6,-0.0669519520777351
"1843","""靂""",6396,24,-0.067011377550953
"1844","""擠""",6394,17,-0.0670311860420257
"1845","""覽""",6393,21,-0.067041090287562
"1846","""迪""",6384,9,-0.0671302284973889
"1847","""凌""",6383,10,-0.0671401327429252
"1848","""茫""",6378,10,-0.0671896539706068
"1849","""燃""",6378,16,-0.0671896539706068
"1850","""瑪""",6369,14,-0.0672787921804337
"1851","""弘""",6356,5,-0.0674075473724058
"1852","""矛""",6355,5,-0.0674174516179421
"1853","""敦""",6339,12,-0.0675759195465233
"1854","""瑜""",6320,13,-0.0677641002117133
"1855","""錦""",6282,16,-0.0681404615420935
"1856","""楓""",6279,13,-0.0681701742787025
"1857","""賓""",6274,14,-0.068219695506384
"1858","""梯""",6264,11,-0.0683187379617472
"1859","""琪""",6263,12,-0.0683286422072836
"1860","""獄""",6251,14,-0.0684474931537194
"1861","""側""",6237,11,-0.0685861525912279
"1862","""咬""",6226,9,-0.0686950992921274
"1863","""墨""",6206,15,-0.0688931842028538
"1864","""悶""",6194,12,-0.0690120351492896
"1865","""晴""",6171,12,-0.069239832796625
"1866","""怖""",6167,8,-0.0692794497787703
"1867","""喬""",6151,12,-0.0694379177073514
"1868","""齒""",6149,15,-0.069457726198424
"1869","""嶺""",6124,17,-0.069705332336832
"1870","""仲""",6118,6,-0.0697647578100499
"1871","""韻""",6118,19,-0.0697647578100499
"1872","""旭""",6115,6,-0.0697944705466589
"1873","""綜""",6113,14,-0.0698142790377315
"1874","""兔""",6103,8,-0.0699133214930947
"1875","""蹤""",6086,18,-0.0700816936672122
"1876","""姿""",6072,9,-0.0702203531047207
"1877","""邁""",6069,17,-0.0702500658413296
"1878","""傢""",6058,12,-0.0703590125422291
"1879","""譽""",6039,21,-0.0705471932074192
"1880","""褲""",6035,15,-0.0705868101895645
"1881","""孝""",6022,7,-0.0707155653815366
"1882","""促""",6018,9,-0.0707551823636819
"1883","""駛""",5987,15,-0.0710622139753078
"1884","""仇""",5949,4,-0.071438575305688
"1885","""粗""",5947,11,-0.0714583837967606
"1886","""妮""",5930,8,-0.0716267559708781
"1887","""牧""",5908,8,-0.0718446493726771
"1888","""舟""",5897,6,-0.0719535960735766
"1889","""糕""",5894,16,-0.0719833088101856
"1890","""殼""",5885,12,-0.0720724470200125
"1891","""蝶""",5868,15,-0.0722408191941299
"1892","""兇""",5850,6,-0.0724190956137837
"1893","""鍋""",5848,17,-0.0724389041048563
"1894","""懼""",5840,21,-0.0725181380691469
"1895","""銳""",5831,15,-0.0726072762789737
"1896","""吟""",5802,7,-0.072894499399527
"1897","""虧""",5791,17,-0.0730034461004265
"1898","""枝""",5783,8,-0.0730826800647171
"1899","""耍""",5783,9,-0.0730826800647171
"1900","""闊""",5772,17,-0.0731916267656166
"1901","""疼""",5767,10,-0.0732411479932982
"1902","""拾""",5764,9,-0.0732708607299072
"1903","""毅""",5763,15,-0.0732807649754435
"1904","""刷""",5762,8,-0.0732906692209798
"1905","""塗""",5760,13,-0.0733104777120524
"1906","""夾""",5754,7,-0.0733699031852704
"1907","""裂""",5753,12,-0.0733798074308067
"1908","""陀""",5749,8,-0.073419424412952
"1909","""哉""",5742,9,-0.0734887541317062
"1910","""鄰""",5737,15,-0.0735382753593878
"1911","""悅""",5736,10,-0.0735481796049241
"1912","""契""",5735,9,-0.0735580838504604
"1913","""轟""",5732,21,-0.0735877965870694
"1914","""爵""",5723,17,-0.0736769347968963
"1915","""屏""",5712,9,-0.0737858814977958
"1916","""駐""",5707,15,-0.0738354027254774
"1917","""賭""",5699,15,-0.073914636689768
"1918","""蜂""",5697,13,-0.0739344451808406
"1919","""扇""",5687,10,-0.0740334876362038
"1920","""羞""",5666,11,-0.0742414767924665
"1921","""瓦""",5660,5,-0.0743009022656844
"1922","""疏""",5660,11,-0.0743009022656844
"1923","""欽""",5650,12,-0.0743999447210476
"1924","""鬥""",5641,4,-0.0744890829308745
"1925","""坤""",5638,8,-0.0745187956674835
"1926","""堪""",5637,12,-0.0745286999130198
"1927","""洩""",5631,9,-0.0745881253862377
"1928","""逆""",5627,10,-0.074627742368383
"1929","""抬""",5618,8,-0.0747168805782099
"1930","""哎""",5596,9,-0.0749347739800089
"1931","""餅""",5596,14,-0.0749347739800089
"1932","""彌""",5596,17,-0.0749347739800089
"1933","""貫""",5585,11,-0.0750437206809084
"1934","""綱""",5576,14,-0.0751328588907353
"1935","""惹""",5571,13,-0.0751823801184169
"1936","""翹""",5558,18,-0.0753111353103891
"1937","""墮""",5551,15,-0.0753804650291433
"1938","""狠""",5549,9,-0.0754002735202159
"1939","""頑""",5538,13,-0.0755092202211154
"1940","""莎""",5532,11,-0.0755686456943334
"1941","""擦""",5532,17,-0.0755686456943334
"1942","""贈""",5528,19,-0.0756082626764786
"1943","""凝""",5527,16,-0.075618166922015
"1944","""滋""",5526,12,-0.0756280711675513
"1945","""靖""",5514,13,-0.0757469221139871
"1946","""喂""",5512,12,-0.0757667306050598
"1947","""允""",5483,4,-0.076053953725613
"1948","""彭""",5481,12,-0.0760737622166857
"1949","""挺""",5478,10,-0.0761034749532946
"1950","""拋""",5467,8,-0.0762124216541942
"1951","""愚""",5458,13,-0.076301559864021
"1952","""征""",5442,8,-0.0764600277926022
"1953","""辱""",5389,10,-0.0769849528060271
"1954","""朗""",5388,10,-0.0769948570515634
"1955","""余""",5368,7,-0.0771929419622898
"1956","""慰""",5354,15,-0.0773316013997983
"1957","""禪""",5337,17,-0.0774999735739157
"1958","""蛙""",5333,12,-0.077539590556061
"1959","""秦""",5328,10,-0.0775891117837426
"1960","""災""",5317,7,-0.0776980584846421
"1961","""偵""",5311,11,-0.0777574839578601
"1962","""讚""",5297,25,-0.0778961433953685
"1963","""椅""",5289,12,-0.0779753773596591
"1964","""夥""",5288,14,-0.0779852816051954
"1965","""碗""",5279,13,-0.0780744198150223
"1966","""丙""",5272,5,-0.0781437495337765
"1967","""卒""",5266,8,-0.0782031750069944
"1968","""荷""",5260,11,-0.0782626004802124
"1969","""披""",5255,8,-0.078312121707894
"1970","""趨""",5244,17,-0.0784210684087935
"1971","""劫""",5241,7,-0.0784507811454025
"1972","""迅""",5239,7,-0.0784705896364751
"1973","""笛""",5238,11,-0.0784804938820114
"1974","""烤""",5237,10,-0.0784903981275477
"1975","""肩""",5233,8,-0.078530015109693
"1976","""矣""",5225,7,-0.0786092490739836
"1977","""遷""",5222,15,-0.0786389618105925
"1978","""汝""",5218,6,-0.0786785787927378
"1979","""鹿""",5200,11,-0.0788568552123916
"1980","""缸""",5193,9,-0.0789261849311458
"1981","""慾""",5190,15,-0.0789558976677548
"1982","""爐""",5190,20,-0.0789558976677548
"1983","""魅""",5188,15,-0.0789757061588274
"1984","""丈""",5182,3,-0.0790351316320453
"1985","""巡""",5165,7,-0.0792035038061628
"1986","""措""",5145,11,-0.0794015887168892
"1987","""秤""",5135,10,-0.0795006311722524
"1988","""沿""",5129,8,-0.0795600566454703
"1989","""痕""",5113,11,-0.0797185245740514
"1990","""濫""",5110,17,-0.0797482373106603
"1991","""漲""",5107,14,-0.0797779500472693
"1992","""腰""",5106,13,-0.0797878542928056
"1993","""賤""",5106,15,-0.0797878542928056
"1994","""妥""",5103,7,-0.0798175670294146
"1995","""液""",5079,11,-0.0800552689222863
"1996","""鵝""",5069,18,-0.0801543113776495
"1997","""軌""",5054,9,-0.0803028750606943
"1998","""叔""",5047,8,-0.0803722047794485
"1999","""陵""",5046,11,-0.0803821090249848
"2000","""貞""",5040,9,-0.0804415344982027
"2001","""扭""",5035,7,-0.0804910557258843
"2002","""漠""",5025,14,-0.0805900981812475
"2003","""祕""",5020,10,-0.0806396194089291
"2004","""蝦""",5016,15,-0.0806792363910744
"2005","""捉""",5015,10,-0.0806891406366107
"2006","""謠""",5014,17,-0.080699044882147
"2007","""氛""",5013,8,-0.0807089491276834
"2008","""膠""",5012,15,-0.0807188533732197
"2009","""遞""",5007,14,-0.0807683746009013
"2010","""霖""",5006,16,-0.0807782788464376
"2011","""雯""",4996,12,-0.0808773213018008
"2012","""髒""",4984,23,-0.0809961722482366
"2013","""倆""",4966,10,-0.0811744486678904
"2014","""旺""",4958,8,-0.081253682632181
"2015","""杉""",4947,7,-0.0813626293330805
"2016","""燕""",4935,16,-0.0814814802795163
"2017","""寸""",4930,3,-0.0815310015071979
"2018","""茂""",4915,9,-0.0816795651902427
"2019","""循""",4915,12,-0.0816795651902427
"2020","""屍""",4903,9,-0.0817984161366786
"2021","""鑽""",4902,27,-0.0818083203822149
"2022","""晃""",4900,10,-0.0818281288732875
"2023","""悄""",4898,10,-0.0818479373643601
"2024","""翅""",4894,10,-0.0818875543465054
"2025","""芒""",4888,7,-0.0819469798197233
"2026","""斜""",4875,11,-0.0820757350116955
"2027","""廁""",4874,12,-0.0820856392572318
"2028","""呦""",4870,8,-0.0821252562393771
"2029","""溜""",4869,13,-0.0821351604849134
"2030","""鶴""",4863,21,-0.0821945859581314
"2031","""喪""",4862,12,-0.0822044902036677
"2032","""盒""",4860,11,-0.0822242986947403
"2033","""摔""",4859,14,-0.0822342029402766
"2034","""愧""",4855,13,-0.0822738199224219
"2035","""灑""",4850,22,-0.0823233411501035
"2036","""津""",4838,9,-0.0824421920965393
"2037","""盈""",4818,9,-0.0826402770072657
"2038","""脈""",4812,10,-0.0826997024804837
